Top pages,Clicks,Impressions,CTR,Position
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/ribbon/linetype.html,0,8,0%,39.62
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-dotplot/stack-size.html,0,8,0%,65.12
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-pie/use-c-r-s.html,0,7,0%,5.43
https://lets-plot.org/pages/api/lets_plot.sampling_vertex_vw.html,0,7,0%,6.57
https://lets-plot.org/pages/api/lets_plot.geo_data.geocode_cities.html,0,7,0%,6.71
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/vline/xintercept.html,0,7,0%,11.57
https://lets-plot.org/pages/api/lets_plot.tilesets.CARTO_POSITRON_NO_LABELS.html,0,7,0%,13.14
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-summary-bin/index.html,0,7,0%,17.29
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-summary-bin/center.html,0,7,0%,20.43
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-count/stat-count.html,0,7,0%,23.29
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-violin/trim.html,0,7,0%,26
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q-line/quantiles.html,0,7,0%,26.43
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/count/count.html,0,7,0%,33.57
https://lets-plot.org/python/pages/api/lets_plot.ggtb.html,0,6,0%,4
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.interact/ggtb.html,0,6,0%,4.83
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-continuous.html,0,6,0%,5.67
https://lets-plot.org/kotlin/bistro.html,0,6,0%,6.33
https://lets-plot.org/pages/api/lets_plot.scale_gradientn.html,0,6,0%,6.5
https://lets-plot.org/python/pages/api/lets_plot.flavor_high_contrast_light.html,0,6,0%,8
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q/geom-q-q.html,0,6,0%,8.83
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-bin2-d/stat-bin2-d.html,0,6,0%,10.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-linewidth.html,0,6,0%,11.17
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-histogram/geom-histogram.html,0,6,0%,11.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/text/nudge-x.html,0,6,0%,15.67
https://lets-plot.org/pages/api/lets_plot.scale_brewer.html,0,6,0%,15.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/ribbon/parameters.html,0,6,0%,16.83
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/text/index.html,0,6,0%,20
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.residual/index.html,0,6,0%,20.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.themes/theme/legend-position-right.html,0,6,0%,21.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-density/quantiles.html,0,6,0%,22.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-alpha.html,0,6,0%,25.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-tile/linetype.html,0,6,0%,38.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-dotplot/stack-dir.html,0,6,0%,49.33
https://lets-plot.org/pages/api/lets_plot.bistro.joint.joint_plot.html,0,5,0%,3.8
https://lets-plot.org/pages/api/lets_plot.sampling_group_systematic.html,0,5,0%,4
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-boxplot.html,0,5,0%,6
https://lets-plot.org/pages/api/lets_plot.geom_qq.html,0,5,0%,7.4
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-curve/stroke-end.html,0,5,0%,8
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-x-reverse.html,0,5,0%,8.6
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-histogram/fill-by.html,0,5,0%,9
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-summary/stroke.html,0,5,0%,9.4
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-hue.html,0,5,0%,11.2
https://lets-plot.org/pages/api/lets_plot.tilesets.NASA_TERRA_TRUECOLOR.html,0,5,0%,11.2
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-label/na-text.html,0,5,0%,12
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-function/index.html,0,5,0%,13.6
https://lets-plot.org/python/pages/api/lets_plot.tilesets.CARTO_VOYAGER_HIRES.html,0,5,0%,13.8
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-density2-d/geom-density2-d.html,0,5,0%,14
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-band/geom-band.html,0,5,0%,14.6
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/bin/index.html,0,5,0%,15.8
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-contour/stat-contour.html,0,5,0%,16.6
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-e-c-d-f/pad.html,0,5,0%,17.6
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.corr/-corr-plot/labels.html,0,5,0%,18
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-gradient.html,0,5,0%,26.4
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-histogram/bin-width.html,0,5,0%,27.2
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.qq/index.html,0,5,0%,33.8
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.corr/-corr-plot/palette-spectral.html,0,5,0%,44.6
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-area/linetype.html,0,5,0%,46.6
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-segment/yend.html,0,5,0%,47.2
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.tooltips/layer-tooltips/layer-tooltips.html,0,4,0%,3.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-grey.html,0,4,0%,3.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-point/use-c-r-s.html,0,4,0%,3.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-tile/size.html,0,4,0%,4.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/label/label.html,0,4,0%,4.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.tooltips/layer-tooltips/title.html,0,4,0%,5.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/boxplot/whisker-width.html,0,4,0%,6
https://lets-plot.org/pages/api/lets_plot.tilesets.CARTO_ANTIQUE.html,0,4,0%,6
https://lets-plot.org/python/pages/api/lets_plot.scale_y_datetime.html,0,4,0%,6.25
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-lollipop/dir.html,0,4,0%,6.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-path/geom-path.html,0,4,0%,6.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-sum/stat-sum.html,0,4,0%,6.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.waterfall/index.html,0,4,0%,6.75
https://lets-plot.org/python/pages/api/lets_plot.scale_fill_cmapmpl.html,0,4,0%,6.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-violin/fill-by.html,0,4,0%,7
https://lets-plot.org/pages/api/lets_plot.scale_x_discrete_reversed.html,0,4,0%,7
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-y-reverse.html,0,4,0%,8
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-label/map.html,0,4,0%,8.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-dotplot/dot-size.html,0,4,0%,8.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-sum/fill.html,0,4,0%,8.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-step/geom-step.html,0,4,0%,11.25
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-y-dotplot/stack-groups.html,0,4,0%,14.75
https://lets-plot.org/pages/api/lets_plot.tilesets.CARTO_POSITRON_NO_LABELS_HIRES.html,0,4,0%,14.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-count/fill.html,0,4,0%,15
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-text/map.html,0,4,0%,15.25
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/sum/index.html,0,4,0%,17.75
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-y-density/violin-width.html,0,4,0%,18.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-histogram/center.html,0,4,0%,18.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q2-line/index.html,0,4,0%,24.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-size-identity.html,0,4,0%,25
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-text/fontface.html,0,4,0%,26.75
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q2/color-by.html,0,4,0%,45.25
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-crossbar/fatten.html,0,4,0%,51.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/point/fill.html,0,4,0%,55.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-contour/bin-width.html,0,4,0%,57
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/raster/alpha.html,0,4,0%,68.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/guides-alt.html,0,3,0%,1
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/segment/index.html,0,3,0%,2
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-y-density/index.html,0,3,0%,3
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-linewidth-identity.html,0,3,0%,3.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/band/size.html,0,3,0%,3.33
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-density/kernel.html,0,3,0%,4.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/contour/index.html,0,3,0%,4.67
https://lets-plot.org/python/pages/api/lets_plot.maptiles_zxy.html,0,3,0%,5.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-bar/fill-by.html,0,3,0%,5.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-smooth/method.html,0,3,0%,6
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/errorbar/size.html,0,3,0%,6.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/pie/index.html,0,3,0%,7.67
https://lets-plot.org/python/pages/api/lets_plot.flavor_solarized_dark.html,0,3,0%,7.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-count/angle.html,0,3,0%,8
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-pie/map.html,0,3,0%,8
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-map/x.html,0,3,0%,8.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.spatial/-geometry-format/-g-e-o-j-s-o-n/index.html,0,3,0%,8.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-count/fill-by.html,0,3,0%,8.67
https://lets-plot.org/python/pages/api/lets_plot.tilesets.CARTO_VOYAGER.html,0,3,0%,8.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.corr/-corr-plot/tiles.html,0,3,0%,9
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q2/geom-q-q2.html,0,3,0%,9.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/crossbar/index.html,0,3,0%,9.67
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.spatial/-geometry-format/-w-k-b/index.html,0,3,0%,10
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.themes/theme-none.html,0,3,0%,10.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-density2-d-filled/weight.html,0,3,0%,13
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q2-line/geom-q-q2-line.html,0,3,0%,16
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-contour/index.html,0,3,0%,16.67
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/step/color.html,0,3,0%,16.67
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.pos/position-stack.html,0,3,0%,17.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/text/label-format.html,0,3,0%,18.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/qq2-line/qq2-line.html,0,3,0%,18.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/smooth/span.html,0,3,0%,19
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-density2-d-filled/index.html,0,3,0%,19.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/lollipop/shape.html,0,3,0%,24.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/boxplot/var-width.html,0,3,0%,30
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/errorbar/y.html,0,3,0%,30.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-line/size.html,0,3,0%,32.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-dotplot/bin-width.html,0,3,0%,34.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/density-ridges/index.html,0,3,0%,34.67
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/ribbon/size.html,0,3,0%,37
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/pointrange/pointrange.html,0,3,0%,38.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/crossbar/xmin.html,0,3,0%,57.67
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/raster/fill.html,0,3,0%,62.67
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/abline/alpha.html,0,3,0%,65
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-y-density/width.html,0,3,0%,87.33
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-density-ridges/tails-cutoff.html,0,2,0%,1
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/pie/index.html,0,2,0%,1.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/bar/width.html,0,2,0%,1.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-density2-d-filled/n.html,0,2,0%,2.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-contour/index.html,0,2,0%,2.5
https://lets-plot.org/pages/basemap_tiles.html#basemap-tiles-blank-tiles,0,2,0%,3
https://lets-plot.org/pages/basemap_tiles.html#basemap-tiles-global-cfg,0,2,0%,3
https://lets-plot.org/pages/basemap_tiles.html#basemap-tiles-raster-tiles,0,2,0%,3
https://lets-plot.org/pages/basemap_tiles.html#basemap-tiles-vector-tiles,0,2,0%,3
https://lets-plot.org/pages/formats.html#formats-datetime,0,2,0%,3
https://lets-plot.org/pages/formats.html#formats-examples-number-format,0,2,0%,3
https://lets-plot.org/pages/formats.html#formats-number-format,0,2,0%,3
https://lets-plot.org/pages/formats.html#formats-string-template,0,2,0%,3
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-bin2-d/color-by.html,0,2,0%,3.5
https://lets-plot.org/pages/api/lets_plot.geom_contourf.html,0,2,0%,3.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-band/linetype.html,0,2,0%,4.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/abline/intercept.html,0,2,0%,4.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-lollipop/index.html,0,2,0%,5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.spatial/-geometry-format/-w-k-b/index.html,0,2,0%,5
https://lets-plot.org/python/pages/api/lets_plot.position_stack.html,0,2,0%,5
https://lets-plot.org/kotlin/annotations.html,0,2,0%,5.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/density/density.html,0,2,0%,5.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-area-ridges/n.html,0,2,0%,6
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/contour/index.html,0,2,0%,6
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-y-density/color.html,0,2,0%,6
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/gggrid.html,0,2,0%,6.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-text/angle.html,0,2,0%,6.5
https://lets-plot.org/pages/api/lets_plot.flavor_high_contrast_dark.html,0,2,0%,6.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/segment/x.html,0,2,0%,7
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-count/geom-count.html,0,2,0%,7
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-density2-d/geom-density2-d.html,0,2,0%,7
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q/stroke.html,0,2,0%,7
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-point-range/fatten.html,0,2,0%,8
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-summary-bin/stroke.html,0,2,0%,8
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q/fill.html,0,2,0%,8
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-smooth/deg.html,0,2,0%,8
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.bistro.corr/-corr-plot/palette-gradient.html,0,2,0%,9
https://lets-plot.org/python/pages/api/lets_plot.tilesets.OSM.html,0,2,0%,10
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/y-dotplot/bins.html,0,2,0%,13
https://lets-plot.org/python/pages/api/lets_plot.tilesets.LETS_PLOT_BW.html,0,2,0%,13.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/boxplot/var-width.html,0,2,0%,14
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-density/kernel.html,0,2,0%,15.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/boxplot/shape.html,0,2,0%,15.5
https://lets-plot.org/pages/api/lets_plot.scale_identity.html,0,2,0%,19
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-bin/boundary.html,0,2,0%,22
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/abline/linetype.html,0,2,0%,24
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/tile/height.html,0,2,0%,26
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/summary-bin/fn.html,0,2,0%,26.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-map/map-join.html,0,2,0%,29
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-summary/size.html,0,2,0%,29.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/vline/xintercept.html,0,2,0%,30.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/sum/index.html,0,2,0%,31.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.themes/theme/legend-position-top.html,0,2,0%,32
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.scale/scale-x-reverse.html,0,2,0%,34
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-label/label-format.html,0,2,0%,36.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/ribbon/xmax.html,0,2,0%,37.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/identity.html,0,2,0%,41.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-error-bar/x.html,0,2,0%,45.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-curve/size-end.html,0,2,0%,47.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-smooth/linetype.html,0,2,0%,47.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-crossbar/size.html,0,2,0%,48.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/summary-bin/fn.html,0,2,0%,49.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/pie/fill-by.html,0,2,0%,50.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-q-q/color.html,0,2,0%,53
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-density2-d/x.html,0,2,0%,53.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/path/linetype.html,0,2,0%,54
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.stat/stat-q-q2/size.html,0,2,0%,57.5
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-q-q2-line/linetype.html,0,2,0%,58
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-line-range/xmin.html,0,2,0%,60
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/histogram/fill.html,0,2,0%,64
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot.geom/geom-crossbar/alpha.html,0,2,0%,64.5
https://lets-plot.org/kotlin/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/count/index.html,0,2,0%,65
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-stat/density/full-scan-max.html,0,2,0%,74
https://lets-plot.org/kotlin/api-reference/-lets--plot--kotlin/org.jetbrains.letsPlot/-geom/lollipop/fill-by.html,0,2,0%,76.5
