unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1688083200,2023-06-30 00:00:00,BTC/USD,30445,31268,29508,30469,4944.39013815,150650623.11929235
1687996800,2023-06-29 00:00:00,BTC/USD,30078,30825,30041,30444,1924.61834450,58593080.879958
1687910400,2023-06-28 00:00:00,BTC/USD,30697,30712,29868,30079,1867.54566498,56173906.056933425
1687824000,2023-06-27 00:00:00,BTC/USD,30278,31025,30235,30696,2087.55806488,64079682.35955648
1687737600,2023-06-26 00:00:00,BTC/USD,30480,30657,29941,30274,2062.07924358,62427387.020140916
1687651200,2023-06-25 00:00:00,BTC/USD,30550,31047,30295,30477,1480.27114787,45114223.773633994
1687564800,2023-06-24 00:00:00,BTC/USD,30703,30821,30287,30548,1211.73495461,37016079.39342628
1687478400,2023-06-23 00:00:00,BTC/USD,29891,31458,29820,30716,4388.38562374,134793652.81879783
1687392000,2023-06-22 00:00:00,BTC/USD,30010,30505,29600,29889,3777.43149847,112903650.05776983
1687305600,2023-06-21 00:00:00,BTC/USD,28316,30755,28280,30009,6043.64316714,181363687.80270424
1687219200,2023-06-20 00:00:00,BTC/USD,26840,28441,26651,28315,3123.51386312,88442295.03424281
1687132800,2023-06-19 00:00:00,BTC/USD,26336,27050,26260,26842,1828.96524085,49093084.994895704
1687046400,2023-06-18 00:00:00,BTC/USD,26513,26685,26267,26340,1005.71439822,26490517.2491148
1686960000,2023-06-17 00:00:00,BTC/USD,26333,26785,26173,26507,1155.48522656,30628446.90042592
1686873600,2023-06-16 00:00:00,BTC/USD,25567,26485,25188,26333,2556.84039324,67329278.07518892
1686787200,2023-06-15 00:00:00,BTC/USD,25125,25729,24756,25573,2880.44240822,73661553.70541005
1686700800,2023-06-14 00:00:00,BTC/USD,25935,26078,24819,25127,2747.12869314,69027102.67252877
1686614400,2023-06-13 00:00:00,BTC/USD,25906,26422,25718,25934,1895.96796692,49170033.25410328
1686528000,2023-06-12 00:00:00,BTC/USD,25940,26103,25634,25906,1761.02544893,45621125.27998058
1686441600,2023-06-11 00:00:00,BTC/USD,25857,26209,25657,25941,1020.99238041,26485563.34021581
1686355200,2023-06-10 00:00:00,BTC/USD,26486,26528,25420,25857,3074.54228424,79498439.84359367
1686268800,2023-06-09 00:00:00,BTC/USD,26507,26778,26289,26484,1059.79847008,28067702.68159872
1686182400,2023-06-08 00:00:00,BTC/USD,26347,26809,26225,26510,1530.42554212,40571581.1216012
1686096000,2023-06-07 00:00:00,BTC/USD,27252,27388,26140,26348,2996.80495663,78959816.99728724
1686009600,2023-06-06 00:00:00,BTC/USD,25730,27357,25350,27236,3965.21160442,107996503.25798312
1685923200,2023-06-05 00:00:00,BTC/USD,27114,27138,25389,25739,3837.59032264,98775737.31443097
1685836800,2023-06-04 00:00:00,BTC/USD,27072,27451,26963,27125,789.89956410,21426025.6762125
1685750400,2023-06-03 00:00:00,BTC/USD,27250,27332,26937,27076,772.42193183,20914096.22622908
1685664000,2023-06-02 00:00:00,BTC/USD,26821,27300,26519,27251,1671.43445600,45548260.360456
1685577600,2023-06-01 00:00:00,BTC/USD,27220,27356,26625,26826,2004.35720265,53768886.3182889
1685491200,2023-05-31 00:00:00,BTC/USD,27701,27840,26857,27219,1863.47625267,50721960.12142473
1685404800,2023-05-30 00:00:00,BTC/USD,27748,28054,27570,27706,1567.55117507,43430572.85648942
1685318400,2023-05-29 00:00:00,BTC/USD,28071,28452,27542,27749,1684.67833372,46748139.08239628
1685232000,2023-05-28 00:00:00,BTC/USD,26875,28248,26785,28072,1665.64922634,46758105.08181648
1685145600,2023-05-27 00:00:00,BTC/USD,26716,26893,26566,26872,636.46388614,17103057.54835408
1685059200,2023-05-26 00:00:00,BTC/USD,26486,26937,26338,26718,1666.10237235,44514923.1844473
1684972800,2023-05-25 00:00:00,BTC/USD,26325,26611,25878,26478,1646.82583790,43604654.535916194
1684886400,2023-05-24 00:00:00,BTC/USD,27225,27225,26076,26325,2214.54386081,58297867.13582324
1684800000,2023-05-23 00:00:00,BTC/USD,26854,27478,26810,27226,1174.41963411,31974748.95827886
1684713600,2023-05-22 00:00:00,BTC/USD,26753,27078,26547,26856,1111.87388791,29860485.133710958
1684627200,2023-05-21 00:00:00,BTC/USD,27123,27277,26688,26750,654.14743859,17498443.9822825
1684540800,2023-05-20 00:00:00,BTC/USD,26889,27153,26840,27115,603.01939692,16350870.947485799
1684454400,2023-05-19 00:00:00,BTC/USD,26824,27176,26651,26893,1277.23274821,34348620.29761153
1684368000,2023-05-18 00:00:00,BTC/USD,27413,27481,26374,26818,1987.57678586,53302834.24319348
1684281600,2023-05-17 00:00:00,BTC/USD,27037,27488,26550,27404,2653.36761994,72712886.25683576
1684195200,2023-05-16 00:00:00,BTC/USD,27166,27300,26868,27037,1730.33763378,46783138.60450986
1684108800,2023-05-15 00:00:00,BTC/USD,26933,27666,26736,27166,1805.12956433,49038149.74458878
1684022400,2023-05-14 00:00:00,BTC/USD,26805,27202,26598,26933,1325.63421938,35703306.43056154
1683936000,2023-05-13 00:00:00,BTC/USD,26816,27052,26710,26789,1269.30464643,34003402.17321327
1683849600,2023-05-12 00:00:00,BTC/USD,26987,27093,25800,26811,4842.98246111,129845202.76482022
1683763200,2023-05-11 00:00:00,BTC/USD,27624,27640,26720,26991,2126.87109348,57406377.68411868
1683676800,2023-05-10 00:00:00,BTC/USD,27648,28328,26842,27618,2848.94252300,78682094.600214
1683590400,2023-05-09 00:00:00,BTC/USD,27688,27841,27372,27650,1573.53076474,43508125.645061
1683504000,2023-05-08 00:00:00,BTC/USD,28485,28667,27290,27690,2936.79913382,81319968.0154758
1683417600,2023-05-07 00:00:00,BTC/USD,28909,29194,28444,28472,1021.45715582,29082928.140507042
1683331200,2023-05-06 00:00:00,BTC/USD,29537,29851,28422,28911,1443.17174676,41723538.370578356
1683244800,2023-05-05 00:00:00,BTC/USD,28860,29701,28832,29547,1923.16974421,56823896.43217287
1683158400,2023-05-04 00:00:00,BTC/USD,29043,29378,28691,28851,1656.27922902,47785312.03645602
1683072000,2023-05-03 00:00:00,BTC/USD,28682,29276,28138,29033,2838.45231646,82408786.10378318
1682985600,2023-05-02 00:00:00,BTC/USD,28079,28894,27876,28680,1935.55649138,55511760.1727784
1682899200,2023-05-01 00:00:00,BTC/USD,29254,29344,27666,28079,2913.86283351,81818354.50212729
1682812800,2023-04-30 00:00:00,BTC/USD,29252,29961,29115,29235,1415.25506091,41374981.705703855
1682726400,2023-04-29 00:00:00,BTC/USD,29339,29460,29061,29247,932.47961185,27272231.20777695
1682640000,2023-04-28 00:00:00,BTC/USD,29486,29600,28922,29333,2449.07497740,71838716.3120742
1682553600,2023-04-27 00:00:00,BTC/USD,28427,29887,28389,29485,3748.60576512,110527640.9845632
1682467200,2023-04-26 00:00:00,BTC/USD,28306,30022,27242,28428,5277.18704400,150019873.286832
1682380800,2023-04-25 00:00:00,BTC/USD,27515,28392,27197,28300,1874.16625132,53038904.912356
1682294400,2023-04-24 00:00:00,BTC/USD,27594,27998,26981,27512,2236.65500868,61534852.59880415
1682208000,2023-04-23 00:00:00,BTC/USD,27820,27820,27347,27596,798.04552773,22022864.38323708
1682121600,2023-04-22 00:00:00,BTC/USD,27253,27883,27137,27817,1010.44737158,28107614.53524086
1682035200,2023-04-21 00:00:00,BTC/USD,28240,28362,27140,27254,2455.89969552,66933090.30170208
1681948800,2023-04-20 00:00:00,BTC/USD,28814,29098,28005,28238,2450.06329929,69184887.44535102
1681862400,2023-04-19 00:00:00,BTC/USD,30388,30423,28603,28827,3869.09654939,111534446.22926553
1681776000,2023-04-18 00:00:00,BTC/USD,29452,30483,29122,30395,1827.46761436,55545878.1384722
1681689600,2023-04-17 00:00:00,BTC/USD,30328,30337,29247,29448,2077.00292863,61163582.24229624
1681603200,2023-04-16 00:00:00,BTC/USD,30327,30567,30157,30330,656.81163772,19921096.9720476
1681516800,2023-04-15 00:00:00,BTC/USD,30498,30620,30249,30332,560.64010658,17005335.71278456
1681430400,2023-04-14 00:00:00,BTC/USD,30411,31035,30001,30498,2540.14059427,77469207.84404646
1681344000,2023-04-13 00:00:00,BTC/USD,29914,30614,29889,30410,1503.93427177,45734641.204525694
1681257600,2023-04-12 00:00:00,BTC/USD,30255,30503,29689,29903,1926.94195052,57621345.146399565
1681171200,2023-04-11 00:00:00,BTC/USD,29657,30575,29617,30246,2689.40489510,81343740.4571946
1681084800,2023-04-10 00:00:00,BTC/USD,28353,29789,28184,29652,2711.67320655,80406533.9206206
1680998400,2023-04-09 00:00:00,BTC/USD,27968,28544,27833,28340,718.54765779,20363640.6217686
1680912000,2023-04-08 00:00:00,BTC/USD,27931,28174,27891,27969,417.76313910,11684417.2374879
1680825600,2023-04-07 00:00:00,BTC/USD,28054,28118,27797,27931,436.47964010,12191312.8276331
1680739200,2023-04-06 00:00:00,BTC/USD,28181,28199,27723,28051,1064.88009436,29870951.526892357
1680652800,2023-04-05 00:00:00,BTC/USD,28179,28782,27823,28183,1576.30733991,44425069.76068354
1680566400,2023-04-04 00:00:00,BTC/USD,27820,28447,27686,28178,1294.59736105,36479164.4396669
1680480000,2023-04-03 00:00:00,BTC/USD,28179,28506,27236,27816,2393.22622900,66569980.785863996
1680393600,2023-04-02 00:00:00,BTC/USD,28469,28544,27891,28186,689.98223995,19447839.4152307
1680307200,2023-04-01 00:00:00,BTC/USD,28476,28816,28237,28469,656.33679146,18685252.11607474
1680220800,2023-03-31 00:00:00,BTC/USD,28036,28653,27533,28476,2301.18236248,65528468.953980476
1680134400,2023-03-30 00:00:00,BTC/USD,28353,29170,27706,28039,2912.72588690,81669921.14278911
1680048000,2023-03-29 00:00:00,BTC/USD,27272,28650,27258,28353,2161.81292594,61293881.889176816
1679961600,2023-03-28 00:00:00,BTC/USD,27142,27514,26647,27272,2137.04196923,58281408.584840566
1679875200,2023-03-27 00:00:00,BTC/USD,27992,28051,26541,27142,2258.96393636,61312799.16068312
1679788800,2023-03-26 00:00:00,BTC/USD,27493,28217,27453,28004,1100.20331067,30810093.51200268
1679702400,2023-03-25 00:00:00,BTC/USD,27497,27810,27210,27499,963.83840741,26504592.365367588
1679616000,2023-03-24 00:00:00,BTC/USD,28352,29380,27043,27493,2789.44951461,76690335.50517273
1679529600,2023-03-23 00:00:00,BTC/USD,27320,28818,27187,28343,3199.65451220,90687807.83928461
1679443200,2023-03-22 00:00:00,BTC/USD,28184,28936,26688,27320,5024.21040571,137261428.28399718
1679356800,2023-03-21 00:00:00,BTC/USD,27808,28497,27436,28192,2955.11628597,83310638.33406624
1679270400,2023-03-20 00:00:00,BTC/USD,28081,28567,27231,27815,3998.09358215,111206972.98750226
1679184000,2023-03-19 00:00:00,BTC/USD,26992,28474,26900,28054,2615.71251826,73381198.98726603
1679097600,2023-03-18 00:00:00,BTC/USD,27466,27776,26707,26980,2933.79686267,79153839.3548366
1679011200,2023-03-17 00:00:00,BTC/USD,25051,27818,24954,27466,5166.28277037,141897122.57098243
1678924800,2023-03-16 00:00:00,BTC/USD,24361,25217,24229,25050,2430.85019301,60892797.334900506
1678838400,2023-03-15 00:00:00,BTC/USD,24745,25273,23940,24368,4368.44571382,106450285.15436575
1678752000,2023-03-14 00:00:00,BTC/USD,24210,26533,24070,24750,7966.02323163,197159074.9828425
1678665600,2023-03-13 00:00:00,BTC/USD,22190,24618,21900,24209,6738.26574302,163126675.37277117
1678579200,2023-03-12 00:00:00,BTC/USD,20615,22269,20456,22183,3599.49467653,79847590.40946499
1678492800,2023-03-11 00:00:00,BTC/USD,20226,20874,19893,20618,3590.95407524,74038291.12329832
1678406400,2023-03-10 00:00:00,BTC/USD,20368,20368,19569,20220,4695.23685366,94937689.1810052
1678320000,2023-03-09 00:00:00,BTC/USD,21697,21824,20043,20367,3373.14910671,68700927.85636257
1678233600,2023-03-08 00:00:00,BTC/USD,22197,22275,21590,21704,1477.18402948,32060802.17583392
1678147200,2023-03-07 00:00:00,BTC/USD,22414,22547,21931,22200,1837.72234137,40797435.978414
1678060800,2023-03-06 00:00:00,BTC/USD,22427,22590,22263,22407,1156.23472957,25907751.585474987
1677974400,2023-03-05 00:00:00,BTC/USD,22347,22652,22212,22428,944.66432972,21186931.58696016
1677888000,2023-03-04 00:00:00,BTC/USD,22359,22401,22170,22347,608.34767678,13594745.533002662
1677801600,2023-03-03 00:00:00,BTC/USD,23469,23477,22000,22359,2878.02219561,64349698.27164399
1677715200,2023-03-02 00:00:00,BTC/USD,23632,23791,23206,23466,1090.90317933,25599134.006157782
1677628800,2023-03-01 00:00:00,BTC/USD,23146,23990,23040,23634,1748.04686969,41313339.71825346
1677542400,2023-02-28 00:00:00,BTC/USD,23497,23594,23048,23136,1185.70463735,27432462.4897296
1677456000,2023-02-27 00:00:00,BTC/USD,23560,23890,23126,23493,1768.12573577,41538577.91044461
1677369600,2023-02-26 00:00:00,BTC/USD,23166,23678,23068,23562,1019.20088770,24014411.3159874
1677283200,2023-02-25 00:00:00,BTC/USD,23186,23215,22770,23161,863.37221739,19996563.92696979
1677196800,2023-02-24 00:00:00,BTC/USD,23939,24124,22865,23189,2782.78873072,64530087.87666608
1677110400,2023-02-23 00:00:00,BTC/USD,24188,24590,23636,23939,2000.28221308,47884755.89892212
1677024000,2023-02-22 00:00:00,BTC/USD,24450,24474,23594,24188,1951.95970979,47214001.46040052
1676937600,2023-02-21 00:00:00,BTC/USD,24843,25250,24165,24450,2506.05738181,61273102.985254504
1676851200,2023-02-20 00:00:00,BTC/USD,24271,25118,23862,24843,1828.53775073,45426363.34138539
1676764800,2023-02-19 00:00:00,BTC/USD,24638,25183,24211,24296,1717.15816149,41720074.69156104
1676678400,2023-02-18 00:00:00,BTC/USD,24577,24869,24450,24640,721.18871725,17770089.99304
1676592000,2023-02-17 00:00:00,BTC/USD,23518,25014,23369,24580,3328.63120407,81817754.9960406
