hash;repo_name;author;date;extension;additions;deletions
c244299d36ee5b6544097706fe8e954e64abd9ae;lets-plot;Valentin Dovidaytis;Fri Oct 18 13:49:34 2024 +0200;py;1;1
e9a65936a54ddf9a5da373bb1732c3a101487501;lets-plot;Igor Alshannikov;Thu Oct 17 19:53:42 2024 -0400;ipynb;4;4
6eea0d6871ffce9c8d6b83e5046f1d6423fd4b24;lets-plot;Igor Alshannikov;Thu Oct 17 19:41:09 2024 -0400;kt;8;8
787b05ee1048146b188e6feb3d9a874c11b293f4;lets-plot;Igor Alshannikov;Thu Oct 17 19:06:52 2024 -0400;ipynb;5;0
49391e8f627934fef95548a45b659701282dd188;lets-plot;Mikhail Koroteev;Fri Oct 18 00:08:18 2024 +0300;kt;4;4
6c7597bdf145db327b53231d8f948ed669f45bb9;lets-plot;Igor Alshannikov;Thu Oct 17 15:22:45 2024 -0400;ipynb;58;6
01fc65554248792fb7c52f79d3f4752b7e6b871e;lets-plot;Igor Alshannikov;Thu Oct 17 13:58:52 2024 -0400;png;0;0
0c5f5130985be3460880903e8237093de7c10bb9;lets-plot;Mikhail Koroteev;Thu Oct 17 20:45:30 2024 +0300;kt;12;11
3452e62443107a0c0977a39fe42fc478fb710d52;lets-plot;Valentin Dovidaytis;Thu Oct 17 15:24:53 2024 +0200;kts;1;1
3452e62443107a0c0977a39fe42fc478fb710d52;lets-plot;Valentin Dovidaytis;Thu Oct 17 15:24:53 2024 +0200;py;1;1
2142b64bfeed4b0d7946d477b04cf90fa23c28b1;lets-plot;Valentin Dovidaytis;Thu Oct 17 15:21:10 2024 +0200;js;1;1
2142b64bfeed4b0d7946d477b04cf90fa23c28b1;lets-plot;Valentin Dovidaytis;Thu Oct 17 15:21:10 2024 +0200;kts;1;1
2142b64bfeed4b0d7946d477b04cf90fa23c28b1;lets-plot;Valentin Dovidaytis;Thu Oct 17 15:21:10 2024 +0200;py;1;1
0f490bb1b2770d79107acb579d44ca81dfba4b4a;lets-plot;Olga Larionova;Thu Oct 17 14:16:23 2024 +0300;py;8;6
12cc44f1f5e7c5e85cf08cc2e6007732a8b30833;lets-plot;Olga Larionova;Thu Oct 17 13:36:37 2024 +0300;py;7;3
12cc44f1f5e7c5e85cf08cc2e6007732a8b30833;lets-plot;Olga Larionova;Thu Oct 17 13:36:37 2024 +0300;md;2;0
62dd2dd41b33e056738330305f55d589ed82e272;lets-plot;Olga Larionova;Thu Oct 17 12:45:37 2024 +0300;py;44;42
121d0b0410a7f3b594587cd4ad513765a1d8a426;lets-plot;Mikhail Koroteev;Thu Oct 17 12:54:02 2024 +0300;md;6;6
a921df34d2eaad996cd2ba5d1d750a7432693bd8;lets-plot;Mikhail Koroteev;Thu Oct 17 12:40:12 2024 +0300;kt;18;14
1589c77c84ba3ff76644ca0090138c7a30822bf0;lets-plot;Igor Alshannikov;Wed Oct 16 16:51:49 2024 -0400;md;1;1
be7989dca6d737f5c4ba086cb163fc6f688b33fe;lets-plot;Igor Alshannikov;Wed Oct 16 16:46:27 2024 -0400;md;41;33
f5cfa365d77b7b6715308ec11ed23f07cd4e1cd3;lets-plot;Igor Alshannikov;Wed Oct 16 16:01:37 2024 -0400;ipynb;411;0
f5cfa365d77b7b6715308ec11ed23f07cd4e1cd3;lets-plot;Igor Alshannikov;Wed Oct 16 16:01:37 2024 -0400;md;5;1
45099e2ab1e4ba5e2e552bf96422ec06007c7553;lets-plot;Valentin Dovidaytis;Wed Oct 16 19:19:47 2024 +0200;md;7;5
45099e2ab1e4ba5e2e552bf96422ec06007c7553;lets-plot;Valentin Dovidaytis;Wed Oct 16 19:19:47 2024 +0200;sh;1;1
45099e2ab1e4ba5e2e552bf96422ec06007c7553;lets-plot;Valentin Dovidaytis;Wed Oct 16 19:19:47 2024 +0200;py;1;0
26906f9796f65ad482f23ef9718f8480c55058ca;lets-plot;Olga Larionova;Wed Oct 16 18:43:44 2024 +0300;ipynb;302.0;84.0
26906f9796f65ad482f23ef9718f8480c55058ca;lets-plot;Olga Larionova;Wed Oct 16 18:43:44 2024 +0300;png;0.0;0.0
d1802785efb39b4319e4172507932cc97c213d8e;lets-plot;Igor Alshannikov;Wed Oct 16 12:15:44 2024 -0400;py;43;1
5382e400fdf53f690099ab56975f2d773bcc8694;lets-plot;Olga Larionova;Wed Oct 16 13:58:58 2024 +0300;ipynb;93.0;63.0
5382e400fdf53f690099ab56975f2d773bcc8694;lets-plot;Olga Larionova;Wed Oct 16 13:58:58 2024 +0300;md;1.0;1.0
5382e400fdf53f690099ab56975f2d773bcc8694;lets-plot;Olga Larionova;Wed Oct 16 13:58:58 2024 +0300;png;0.0;0.0
5c584e7687113f372b48dd7be64d93cb5fc1ed46;lets-plot;Ivan Kupriyanov;Wed Oct 16 12:42:20 2024 +0200;kt;33;34
230f75ed0ba0024535c6b6fbd6bb526c7b79f866;lets-plot;Ivan Kupriyanov;Wed Oct 16 12:35:56 2024 +0200;kt;8;5
f5af69befdd2fa963672d3b1d9992f3635f64840;lets-plot;Igor Alshannikov;Tue Oct 15 17:46:42 2024 -0400;kt;2;20
a0e38f405bfb380e348ae95970840deae5e4ac93;lets-plot;Ivan Kupriyanov;Tue Oct 15 23:23:35 2024 +0200;kt;8;8
d89de79d20da4aca9ca57277b90c241c2714e6a3;lets-plot;Ivan Kupriyanov;Tue Oct 15 23:22:14 2024 +0200;kt;38;4
901916c1fd9d44ed32426a379a2168c7c6529e03;lets-plot;Ivan Kupriyanov;Tue Oct 15 22:36:38 2024 +0200;kt;174;7
c93152f56edbaaa72e636bc337a2aa561fdb7038;lets-plot;Ivan Kupriyanov;Tue Oct 15 20:16:39 2024 +0200;kt;29;9
d513102522ca5333997e5c087e475194caf84fde;lets-plot;Igor Alshannikov;Tue Oct 15 12:23:30 2024 -0400;kt;435;150
d513102522ca5333997e5c087e475194caf84fde;lets-plot;Igor Alshannikov;Tue Oct 15 12:23:30 2024 -0400;py;6;5
da67dd3f549adfc0a2f5628db304df709cbcfa01;lets-plot;Valentin Dovidaytis;Tue Oct 15 12:40:56 2024 +0200;md;6;6
6a92cec005f70a6ea442e525ce73a344f036912c;lets-plot;Ivan Kupriyanov;Mon Oct 14 22:51:04 2024 +0200;kt;151;60
7181b2667c43de38e6d33f05ea46477de760c38b;lets-plot;Olga Larionova;Mon Oct 14 19:14:17 2024 +0300;ipynb;1132;0
7181b2667c43de38e6d33f05ea46477de760c38b;lets-plot;Olga Larionova;Mon Oct 14 19:14:17 2024 +0300;kt;225;77
7181b2667c43de38e6d33f05ea46477de760c38b;lets-plot;Olga Larionova;Mon Oct 14 19:14:17 2024 +0300;py;27;2
7181b2667c43de38e6d33f05ea46477de760c38b;lets-plot;Olga Larionova;Mon Oct 14 19:14:17 2024 +0300;md;4;0
9ac0ed8762a75472e2587ee270ff203bd79f72a0;lets-plot;Olga Larionova;Mon Oct 14 18:58:49 2024 +0300;ipynb;624;0
9ac0ed8762a75472e2587ee270ff203bd79f72a0;lets-plot;Olga Larionova;Mon Oct 14 18:58:49 2024 +0300;kt;253;8
9ac0ed8762a75472e2587ee270ff203bd79f72a0;lets-plot;Olga Larionova;Mon Oct 14 18:58:49 2024 +0300;py;9;2
9ac0ed8762a75472e2587ee270ff203bd79f72a0;lets-plot;Olga Larionova;Mon Oct 14 18:58:49 2024 +0300;md;8;1
8c9fa2d5709c4059abce4e05def3828a812484ea;lets-plot;Ivan Kupriyanov;Fri Oct 11 19:05:58 2024 +0200;kt;31;10
26e9ec78e2fd172781d0124b83f85b05b65942bc;lets-plot;Ivan Kupriyanov;Thu Oct 10 22:31:53 2024 +0200;ipynb;5;5
34608ff49013b300a605d28c5c62d977f1829acd;lets-plot;Ivan Kupriyanov;Thu Oct 10 22:31:04 2024 +0200;ipynb;63;89
34608ff49013b300a605d28c5c62d977f1829acd;lets-plot;Ivan Kupriyanov;Thu Oct 10 22:31:04 2024 +0200;md;2;1
660caffc05dcb5110ab89e26a2fce5995651157b;lets-plot;Ivan Kupriyanov;Thu Oct 10 22:05:15 2024 +0200;kt;87;70
c2b2aae0efdf75788a3d7aee01d1cab6d157db67;lets-plot;Ivan Kupriyanov;Thu Oct 10 16:51:26 2024 +0200;kt;34;20
da9102e4015e9cd11a6265c6d73389b624a98f4a;lets-plot;Ivan Kupriyanov;Thu Oct 10 14:56:59 2024 +0200;kt;1;0
99461b22062b0553e0de7c02e6024fd0cacc5699;lets-plot;Ivan Kupriyanov;Thu Oct 10 14:51:28 2024 +0200;kt;4;2
75f51cb45cce740dc1286c2772368f64f742a381;lets-plot;Ivan Kupriyanov;Thu Oct 10 14:20:08 2024 +0200;kt;46;3
37db20bc5fac6877dfbcbc12755c9967e1438404;lets-plot;Artem Smirnov;Thu Oct 10 14:03:03 2024 +0200;ipynb;511;0
37db20bc5fac6877dfbcbc12755c9967e1438404;lets-plot;Artem Smirnov;Thu Oct 10 14:03:03 2024 +0200;kt;416;59
37db20bc5fac6877dfbcbc12755c9967e1438404;lets-plot;Artem Smirnov;Thu Oct 10 14:03:03 2024 +0200;md;5;1
989b7d7aa29cf429ea62582dd1fc11b0af0f1bb1;lets-plot;Igor Alshannikov;Wed Oct 9 20:34:30 2024 -0400;kt;121;29
73a4a9eed6489b571897dc9620b979c6847de8da;lets-plot;Ivan Kupriyanov;Wed Oct 9 22:30:30 2024 +0200;kt;148;14
b9a326404bb7f2404ad036085405c00cbd27a171;lets-plot;Ivan Kupriyanov;Wed Oct 9 20:26:47 2024 +0200;kt;154;13
4b8ad2a2c74826720cf357f6e3e9a6f3cd711599;lets-plot;Igor Alshannikov;Tue Oct 8 18:54:29 2024 -0400;kt;3;14
22ed228c869cab847251cc3d73a8c5a6499c3144;lets-plot;Igor Alshannikov;Tue Oct 8 15:08:37 2024 -0400;kt;52;2
f9aba79236e9a5a3baa83381edf1ad7b2b7597ef;lets-plot;Ivan Kupriyanov;Mon Oct 7 23:03:43 2024 +0200;kt;140;119
e1a1ddd58ca62bafdde3eea8f0189db0fdb90157;lets-plot;Igor Alshannikov;Mon Oct 7 15:29:06 2024 -0400;kt;78;8
09d22fe3445edfc7375c5fe72ea8c5bd26fa52da;lets-plot;Igor Alshannikov;Mon Oct 7 13:56:47 2024 -0400;kt;1;1
2e82a6507db94adf1430bc1b30edc48a2cfc790a;lets-plot;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;ipynb;394;0
2e82a6507db94adf1430bc1b30edc48a2cfc790a;lets-plot;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;kt;199;152
2e82a6507db94adf1430bc1b30edc48a2cfc790a;lets-plot;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;py;18;2
2e82a6507db94adf1430bc1b30edc48a2cfc790a;lets-plot;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;md;4;0
21ba15c3b1af38893074397ec9921613b67a7927;lets-plot;Olga Larionova;Mon Oct 7 15:11:03 2024 +0300;kt;52;13
21ba15c3b1af38893074397ec9921613b67a7927;lets-plot;Olga Larionova;Mon Oct 7 15:11:03 2024 +0300;md;3;2
281816269c2b933cc48a2cfe8325cf2e51ed4416;lets-plot;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;ipynb;764;0
281816269c2b933cc48a2cfe8325cf2e51ed4416;lets-plot;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;kt;144;26
281816269c2b933cc48a2cfe8325cf2e51ed4416;lets-plot;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;py;19;0
281816269c2b933cc48a2cfe8325cf2e51ed4416;lets-plot;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;md;6;0
21cdd7e57c376f05075f6ee2c3e84aac04ad082a;lets-plot;Igor Alshannikov;Fri Oct 4 19:35:10 2024 -0400;kt;10;2
2a9e0b32a86188fc990233b857f412a7a0d52960;lets-plot;Igor Alshannikov;Fri Oct 4 17:44:41 2024 -0400;kt;106;13
7dd13daacf718e2da2b2bf2fb8f93ab7dcab6de8;lets-plot;Ivan Kupriyanov;Fri Oct 4 22:54:53 2024 +0200;kt;39;28
e218f07505ceee12537166da8d040d91911c6dc3;lets-plot;Ivan Kupriyanov;Fri Oct 4 22:26:54 2024 +0200;kt;291;95
9435271b0834c61c678456be252d82c89089281b;lets-plot;Igor Alshannikov;Fri Oct 4 15:13:18 2024 -0400;kt;31;31
271d6a6dfd94add9063b4e52b3a4781cf5c83f7a;lets-plot;Igor Alshannikov;Fri Oct 4 15:08:24 2024 -0400;kt;56;28
7f236783bb1252c96c5552f72dbe0d0404d981b0;lets-plot;Igor Alshannikov;Thu Oct 3 19:53:50 2024 -0400;kt;39;23
7f236783bb1252c96c5552f72dbe0d0404d981b0;lets-plot;Igor Alshannikov;Thu Oct 3 19:53:50 2024 -0400;md;2;1
ecf4f66862afc159fa71d057e2a02523a29bcff7;lets-plot;Ivan Kupriyanov;Thu Oct 3 20:53:10 2024 +0200;kt;193;25
9f543a71bbce88f9acc7ba6f7bd605de3deca7c1;lets-plot;Ivan Kupriyanov;Thu Oct 3 15:26:57 2024 +0200;kt;2814;0
f984203d64ddd07846e663529d1bb49e01580e2e;lets-plot;Ivan Kupriyanov;Thu Oct 3 15:19:37 2024 +0200;kt;21;7
3be19e54598823ee97c923fdaa2a82742241fc66;lets-plot;Igor Alshannikov;Wed Oct 2 17:27:39 2024 -0400;kt;59;51
3be19e54598823ee97c923fdaa2a82742241fc66;lets-plot;Igor Alshannikov;Wed Oct 2 17:27:39 2024 -0400;md;22;3
787a6688f802ae50227c75d3e3e5572ea1799d9f;lets-plot;Ivan Kupriyanov;Wed Oct 2 22:54:57 2024 +0200;kt;142;38
4866bf3350f03c9276046125ee68305b101a70e2;lets-plot;Ivan Kupriyanov;Wed Oct 2 21:33:09 2024 +0200;kt;283;171
b41f96b1026b2af12785c76bf5baa6ff6b22c8d3;lets-plot;Ivan Kupriyanov;Wed Oct 2 17:02:24 2024 +0200;kt;70;3
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;lets-plot;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;ipynb;8110;0
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;lets-plot;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;kt;514;188
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;lets-plot;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;py;10;3
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;lets-plot;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;md;5;1
73f17c8c327150983746b1114e34184b18869c19;lets-plot;Ivan Kupriyanov;Tue Oct 1 23:23:13 2024 +0200;kt;12906;137
af2cd67c81f9278771f019ea766f8be8b8b08471;lets-plot;Ivan Kupriyanov;Mon Sep 30 16:11:07 2024 +0200;kt;380;153
11b0556f1b69521556a9871d740de0b1254b2174;lets-plot;Ivan Kupriyanov;Fri Sep 27 18:21:00 2024 +0200;kt;216;557
e8f1afa44b663e6099af7a42aafa7ab507228fb9;lets-plot;Artem Smirnov;Fri Sep 27 17:48:11 2024 +0200;ipynb;108;90
e8f1afa44b663e6099af7a42aafa7ab507228fb9;lets-plot;Artem Smirnov;Fri Sep 27 17:48:11 2024 +0200;kt;25;0
e8f1afa44b663e6099af7a42aafa7ab507228fb9;lets-plot;Artem Smirnov;Fri Sep 27 17:48:11 2024 +0200;md;3;1
5c766b82841dec3625aed44a5c5bd5f7ccc6684c;lets-plot;Igor Alshannikov;Thu Sep 26 21:06:46 2024 -0400;kt;46;11
ff6af1e26559f3d958137332b315ec85b49eec0d;lets-plot;Ivan Kupriyanov;Fri Sep 27 01:30:09 2024 +0200;kt;357;184
7ad84e0d386c9b73ac8b2bc147b1b1d639d70b6c;lets-plot;Igor Alshannikov;Wed Sep 25 20:16:33 2024 -0400;kt;42;14
77acb36df5f140765e2b594cb6bec7ca1c1b2006;lets-plot;Ivan Kupriyanov;Thu Sep 26 01:58:01 2024 +0200;kt;76;16
b81f04749aa9f3a63b6e55fac3842cf964a8d4bd;lets-plot;Igor Alshannikov;Wed Sep 25 13:47:33 2024 -0400;kt;3;2
5c041cf136af355762ab0e478d4a06927da2afd4;lets-plot;Ivan Kupriyanov;Wed Sep 25 18:59:47 2024 +0200;kt;80;7
35e70448604a766015b335fe9aed6df4c92dd2ce;lets-plot;Igor Alshannikov;Wed Sep 25 12:13:27 2024 -0400;kt;73;31
81118b0b7d717592e3b3c070b0548631ffc286fd;lets-plot;Ivan Kupriyanov;Wed Sep 25 14:31:34 2024 +0200;kt;72;80
c4e128c3aed1058d094586e1aff874aacd5ea5b1;lets-plot;Ivan Kupriyanov;Wed Sep 25 12:17:49 2024 +0200;kt;1;1
ada0f921fcc86eac83d9fd6cce675eb03828d7a1;lets-plot;Ivan Kupriyanov;Wed Sep 25 11:23:57 2024 +0200;kt;35;57
820f34be7f2c1fd8543ffe6aba9de8ac20ba70d5;lets-plot;Ivan Kupriyanov;Tue Sep 24 21:39:00 2024 +0200;kt;91;65
7378efdecf08cffcac1c63ed8d7179629a1b1ce8;lets-plot;Igor Alshannikov;Mon Sep 23 14:33:31 2024 -0400;kt;233;56
5ff6e0b048f1a4195554bb59c1540e73ed4dedf0;lets-plot;Ivan Kupriyanov;Mon Sep 23 13:55:44 2024 +0200;kt;9643;6
c38d6c808d5e048194dc448a7e41040727583509;lets-plot;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;ipynb;827;0
c38d6c808d5e048194dc448a7e41040727583509;lets-plot;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;kt;242;65
c38d6c808d5e048194dc448a7e41040727583509;lets-plot;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;py;16;0
c38d6c808d5e048194dc448a7e41040727583509;lets-plot;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;md;6;0
fa8c84e8b7df37bd11deb1f9b0c02e9c9696ee7d;lets-plot;Igor Alshannikov;Thu Sep 19 21:20:24 2024 -0400;kt;171;75
844e22043d084173a5fdea6e914e402a360701c8;lets-plot;Mikhail Koroteev;Thu Sep 19 11:48:12 2024 +0300;kt;19;25
844e22043d084173a5fdea6e914e402a360701c8;lets-plot;Mikhail Koroteev;Thu Sep 19 11:48:12 2024 +0300;md;1;1
89a6670e3e8cfb34b3ad251ef2d68e41e2796b6c;lets-plot;Igor Alshannikov;Wed Sep 18 17:03:12 2024 -0400;kt;19;10
cde6779f82a34aefc5ea3cafb4905590422e42f7;lets-plot;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;ipynb;1209;0
cde6779f82a34aefc5ea3cafb4905590422e42f7;lets-plot;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;kt;293;123
cde6779f82a34aefc5ea3cafb4905590422e42f7;lets-plot;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;py;8;0
cde6779f82a34aefc5ea3cafb4905590422e42f7;lets-plot;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;md;4;0
a641566ea5eca5980a2905ecdeb2de2970ae4c7e;lets-plot;Igor Alshannikov;Wed Sep 18 12:29:42 2024 -0400;kt;5;5
9c7a3e06e44a300a9ea599f0492674c63ce926b8;lets-plot;Igor Alshannikov;Tue Sep 17 15:41:03 2024 -0400;kt;22;11
9c7a3e06e44a300a9ea599f0492674c63ce926b8;lets-plot;Igor Alshannikov;Tue Sep 17 15:41:03 2024 -0400;md;2;1
fd41708547d8b7f81790e6523f50d4fe057e1526;lets-plot;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;py;39;9
fd41708547d8b7f81790e6523f50d4fe057e1526;lets-plot;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;md;7;4
fd41708547d8b7f81790e6523f50d4fe057e1526;lets-plot;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;kt;2;0
fd41708547d8b7f81790e6523f50d4fe057e1526;lets-plot;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;kts;1;0
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;lets-plot;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;ipynb;761;0
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;lets-plot;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;py;53;3
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;lets-plot;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;kt;16;10
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;lets-plot;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;md;4;0
80fcbf2b71b68311d89d5034c36849babb0c6086;lets-plot;Ivan Kupriyanov;Mon Sep 9 20:39:17 2024 +0200;kt;1100;408
80fcbf2b71b68311d89d5034c36849babb0c6086;lets-plot;Ivan Kupriyanov;Mon Sep 9 20:39:17 2024 +0200;py;14;4
80fcbf2b71b68311d89d5034c36849babb0c6086;lets-plot;Ivan Kupriyanov;Mon Sep 9 20:39:17 2024 +0200;md;5;1
c9dd74857f7a27708e989b9f794f2bb5ef4a6fcd;lets-plot;Igor Alshannikov;Fri Sep 6 19:30:19 2024 -0400;py;276;76
c9dd74857f7a27708e989b9f794f2bb5ef4a6fcd;lets-plot;Igor Alshannikov;Fri Sep 6 19:30:19 2024 -0400;kt;34;25
c9dd74857f7a27708e989b9f794f2bb5ef4a6fcd;lets-plot;Igor Alshannikov;Fri Sep 6 19:30:19 2024 -0400;md;3;0
00b3691865411878fc7b4c4fc96075dda0790269;lets-plot;Igor Alshannikov;Wed Sep 4 16:43:41 2024 -0400;py;132;1
00b3691865411878fc7b4c4fc96075dda0790269;lets-plot;Igor Alshannikov;Wed Sep 4 16:43:41 2024 -0400;kt;80;5
00b3691865411878fc7b4c4fc96075dda0790269;lets-plot;Igor Alshannikov;Wed Sep 4 16:43:41 2024 -0400;md;2;1
6771aa64b49e703a5f5ecbb4acfab5fcbaf421e5;lets-plot;Igor Alshannikov;Tue Sep 3 20:52:36 2024 -0400;py;50;4
6771aa64b49e703a5f5ecbb4acfab5fcbaf421e5;lets-plot;Igor Alshannikov;Tue Sep 3 20:52:36 2024 -0400;md;1;0
45af5ec35dff17d90ca788300b15302357a076f0;lets-plot;Ivan Kupriyanov;Tue Sep 3 13:17:08 2024 +0200;kt;353;112
cdf111f56ace596dab06515dc9aff875de12b5d8;lets-plot;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;ipynb;1874;667
cdf111f56ace596dab06515dc9aff875de12b5d8;lets-plot;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;kt;1370;496
cdf111f56ace596dab06515dc9aff875de12b5d8;lets-plot;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;md;6;0
cdf111f56ace596dab06515dc9aff875de12b5d8;lets-plot;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;py;4;0
3b3b996255e38a4e9a53b037ac4a86a5a9c17d5a;lets-plot;Ivan Kupriyanov;Thu Aug 29 21:32:52 2024 +0200;ipynb;200;0
605cc49a7606cd42af3583cde63e2f359cc31d7d;lets-plot;Ivan Kupriyanov;Thu Aug 29 21:31:40 2024 +0200;ipynb;200;0
605cc49a7606cd42af3583cde63e2f359cc31d7d;lets-plot;Ivan Kupriyanov;Thu Aug 29 21:31:40 2024 +0200;kt;182;8
fd4452b18cd6754500d2e3fe1a56c2001c7491ff;lets-plot;Igor Alshannikov;Wed Aug 28 21:04:53 2024 -0400;kt;35;28
fd4452b18cd6754500d2e3fe1a56c2001c7491ff;lets-plot;Igor Alshannikov;Wed Aug 28 21:04:53 2024 -0400;md;2;0
acece036ab5de9cc8f0fb2d340c615aa72ad51ca;lets-plot;Artem Smirnov;Mon Aug 26 14:46:20 2024 +0200;py;1;1
6fac3992558260dc797ec8e8b4569a1bafa2f1be;lets-plot;Igor Alshannikov;Fri Aug 23 15:06:04 2024 -0400;properties;2;2
3f47ff53361fbafb46a4db2ff8e15dd4cfd942d2;lets-plot;Igor Alshannikov;Fri Aug 23 13:56:16 2024 -0400;py;1;1
3ee9dd5989044b9a7a928b710802eb0817a8b02a;lets-plot;Artem Smirnov;Fri Aug 23 11:53:09 2024 +0200;py;14;9
180b6f5d9e16bab4b9933891363749e671a22071;lets-plot;Igor Alshannikov;Thu Aug 22 16:38:47 2024 -0400;py;16;1
340c42ad99f5a60c7f5d0f2c0d32d5917afc5856;lets-plot;Igor Alshannikov;Thu Aug 22 15:49:49 2024 -0400;md;1;0
e45009e06071a9f247a5d26353414081e438069c;lets-plot;Valentin Dovidaytis;Wed Aug 21 18:07:41 2024 +0200;kts;1;1
e45009e06071a9f247a5d26353414081e438069c;lets-plot;Valentin Dovidaytis;Wed Aug 21 18:07:41 2024 +0200;py;1;1
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;lets-plot;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;md;13;7
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;lets-plot;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;js;1;1
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;lets-plot;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;kts;1;1
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;lets-plot;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;py;1;1
efd7b41896c3352b7228e1d7eebe11e1f0405d97;lets-plot;Igor Alshannikov;Tue Aug 20 16:27:17 2024 -0400;md;1;1
858a70800015bdaa838c08e59c610bde6b296d94;lets-plot;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;ipynb;549;0
858a70800015bdaa838c08e59c610bde6b296d94;lets-plot;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;kt;62;12
858a70800015bdaa838c08e59c610bde6b296d94;lets-plot;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;md;4;0
858a70800015bdaa838c08e59c610bde6b296d94;lets-plot;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;py;2;0
7f534e881ab64c30434ac5515c90ec9373dc231d;lets-plot;Artem Smirnov;Mon Aug 19 19:54:16 2024 +0200;kt;69;9
7f534e881ab64c30434ac5515c90ec9373dc231d;lets-plot;Artem Smirnov;Mon Aug 19 19:54:16 2024 +0200;md;1;0
9ad4f2db4d4faecc6882c9fb70c8a99c5d9ff109;lets-plot;Artem Smirnov;Thu Aug 15 18:28:12 2024 +0200;py;106;100
8485ad3d666cb55e0d141303163b14802951a237;lets-plot;Artem Smirnov;Fri Aug 9 18:00:13 2024 +0200;py;3;3
c0881677c1d9cdbe5d2ba67bc03d408ca10392f1;lets-plot;sunny.ayyl;Tue Aug 6 17:58:29 2024 +0100;py;9;4
c0881677c1d9cdbe5d2ba67bc03d408ca10392f1;lets-plot;sunny.ayyl;Tue Aug 6 17:58:29 2024 +0100;yml;1;0
e07e7acd5abde6f25c2c36d8e2dfc2eb0cb6a93e;lets-plot;Artem Smirnov;Mon Aug 5 13:23:58 2024 +0200;md;3.0;0.0
e07e7acd5abde6f25c2c36d8e2dfc2eb0cb6a93e;lets-plot;Artem Smirnov;Mon Aug 5 13:23:58 2024 +0200;png;0.0;0.0
fa188c688f6afb1d316f1d396ab7d94d60d4a188;lets-plot;Igor Alshannikov;Fri Aug 2 17:03:32 2024 -0400;py;0;2
729a1188ad3e2468677a2abf1c258febf5747c27;lets-plot;Igor Alshannikov;Fri Aug 2 17:03:02 2024 -0400;py;5;1
729a1188ad3e2468677a2abf1c258febf5747c27;lets-plot;Igor Alshannikov;Fri Aug 2 17:03:02 2024 -0400;md;1;0
dd4459829dced70b0d781a9649b681cb58728e33;lets-plot;Valentin Dovidaytis;Fri Aug 2 17:15:08 2024 +0200;kts;1;1
