number;state;author;title;created_at;closed;closed_at
371;CLOSED;Ivan Kupriyanov;Can't build plot - "Uncaught SyntaxError: Unexpected string" in a console;2021-05-12T20:03:13Z;true;2021-05-12T20:04:20Z
366;CLOSED;王尚堃;windows-10 error ImportError: DLL load failed: 找不到指定的模块。;2021-04-28T09:56:44Z;true;2021-12-28T22:06:08Z
365;OPEN;Igor Alshannikov;API should accept python 'range' type.;2021-04-27T22:00:48Z;false;
364;CLOSED;;Poor font rendering within SciView;2021-04-27T08:25:04Z;true;2021-06-23T01:45:32Z
363;CLOSED;Robert DeFilippi;LetsPlot.setup_html() in pycharm jupyter has no ouput;2021-04-25T22:57:51Z;true;2021-05-24T17:26:23Z
360;CLOSED;;Plugin not compatible with PyCharm 2021.1;2021-04-19T16:02:28Z;true;2021-04-20T14:27:46Z
358;CLOSED;Igor Alshannikov;Outlier tooltips: the spout sometimes is too long (boxplot);2021-04-09T16:35:49Z;true;2021-08-04T09:15:26Z
355;OPEN;Artem Smirnov;Incorrect code does not throw an exception;2021-03-30T15:08:48Z;false;
354;OPEN;Artem Smirnov;`layer()` ignores aesthetics;2021-03-30T15:08:17Z;false;
352;OPEN;Igor Alshannikov;geom_livemap: param "location" should be easier to use with geocoder object.;2021-03-25T19:02:34Z;false;
350;OPEN;Ekaterina Arkhipova;Incorrect coordinates of point by "pick" tool if the map was shifted.;2021-03-19T17:56:54Z;false;
348;CLOSED;;Plots not showing in SciView when remote debugging;2021-03-10T19:28:22Z;true;2021-03-17T16:51:29Z
347;CLOSED;Igor Alshannikov;All scales should have the 'format' parameter.;2021-03-08T16:22:58Z;true;2021-05-17T18:20:05Z
346;CLOSED;Artem Smirnov;scale_x_datetime(): error building plot for early dates;2021-03-05T16:04:13Z;true;2023-08-30T22:13:13Z
343;CLOSED;Ivan Kupriyanov;Treat a data as DataFrame if both data and map are GeoDataFrames;2021-03-02T20:17:01Z;true;2021-03-02T20:22:35Z
340;CLOSED;Igor Alshannikov;geom_density: The "..count.." variable is not computed correctly;2021-03-01T18:27:05Z;true;2022-06-28T00:34:04Z
339;OPEN;Artem Smirnov;geom_text(): Labels do not fit plot boundaries;2021-03-01T10:47:46Z;false;
336;CLOSED;Igor Alshannikov;panning on interactive map should be more responsive.;2021-02-22T19:12:34Z;true;2023-07-10T18:36:38Z
335;CLOSED;Igor Alshannikov;tooltip on livemap: hide tooltip when the cursor is over the controls;2021-02-22T18:35:48Z;true;2022-01-20T18:21:08Z
334;CLOSED;Artem Smirnov;geom_hline(): graph plotted outside of coordinate plane visible part;2021-02-20T13:34:40Z;true;2021-04-27T21:57:01Z
333;CLOSED;Artem Smirnov;Axis titles depend on order of datasets;2021-02-20T13:16:16Z;true;2021-03-17T13:41:15Z
332;CLOSED;Igor Alshannikov;livemap: tile tooltip is not working with polygons layer present.;2021-02-18T21:55:31Z;true;2023-02-10T18:51:37Z
331;CLOSED;Igor Alshannikov;coord_map() should distort tiles size to account for different unit size at different latitudes.;2021-02-18T20:08:37Z;true;2024-03-01T12:35:49Z
329;CLOSED;Artem Smirnov;corr_plot() error for data with zero variation;2021-02-18T10:06:40Z;true;2021-10-28T18:18:25Z
327;CLOSED;Artem Smirnov;Bad axis labels when using both plot and layer data;2021-02-17T14:52:26Z;true;2021-07-22T20:52:02Z
326;CLOSED;Artem Smirnov;geom_crossbar: bad label for y axis;2021-02-16T15:17:12Z;true;2021-03-26T19:27:51Z
325;CLOSED;Igor Alshannikov;geom_boxplot: should be possible to create boxplot without specifying x-series;2021-02-15T20:25:04Z;true;2021-04-27T21:34:33Z
324;CLOSED;Igor Alshannikov;geom_text: add support for lineheight, nudge_x, nudge_y, inward and outward;2021-02-15T20:22:59Z;true;2022-11-09T13:21:55Z
323;CLOSED;Igor Alshannikov;position stack: add the `vjust` parameter.;2021-02-15T20:21:58Z;true;2022-11-09T13:23:05Z
322;OPEN;Igor Alshannikov;geom_arrow: support arrow() on line / path geoms;2021-02-15T20:21:13Z;false;
321;OPEN;Igor Alshannikov;GGbunch: overall title;2021-02-15T20:20:31Z;false;
320;CLOSED;Igor Alshannikov;Implement the 'stroke' aesthetic.;2021-02-15T20:19:09Z;true;2023-03-31T17:27:05Z
319;CLOSED;Igor Alshannikov;Support LaTeX for labels;2021-02-15T20:14:48Z;true;2021-12-28T22:18:44Z
318;CLOSED;Igor Alshannikov;geom_vline: alpha doesn't work;2021-02-15T20:11:25Z;true;2021-02-16T18:01:18Z
317;OPEN;Igor Alshannikov;geom_point cannot be plot when the input for the parameter 'shape' is a string;2021-02-15T20:05:34Z;false;
316;CLOSED;Igor Alshannikov;add stat_summary, stat_summary_bin to ggplot;2021-02-15T20:02:19Z;true;2023-07-10T09:37:17Z
315;CLOSED;Igor Alshannikov;Weird tooltip/legend in case of extremely long value;2021-02-15T20:01:18Z;true;2023-06-20T11:12:00Z
314;OPEN;Igor Medovolkin;Parameter info for aes() is missing all its arguments;2021-02-12T12:36:47Z;false;
313;CLOSED;Igor Medovolkin;geom_path doesn't support different colors for segments;2021-02-12T12:11:36Z;true;2023-06-30T13:12:57Z
311;CLOSED;Michael Cramer;jcenter will be shutdown;2021-02-10T09:22:58Z;true;2021-06-28T22:40:44Z
309;CLOSED;Olga Larionova;The tooltip crosshair lags behind the cursor;2021-02-09T14:13:10Z;true;2021-03-17T09:57:53Z
308;OPEN;Igor Alshannikov;map parameter: support shapely objects.;2021-02-07T19:48:05Z;false;
307;CLOSED;Igor Alshannikov;Support rectangle 'linetype' in geom_livemap()  ;2021-02-05T23:29:54Z;true;2023-09-08T18:00:36Z
301;CLOSED;Artem Smirnov;Need to skip "bad" values during scale transformation;2021-01-27T15:59:06Z;true;2021-07-08T18:58:34Z
300;OPEN;Artem Smirnov;More flexible ggsize();2021-01-27T13:58:09Z;false;
299;OPEN;Artem Smirnov;Using range in scales;2021-01-27T13:54:54Z;false;
298;CLOSED;Artem Smirnov;Default tooltips not working for geom_polygon() on small plots;2021-01-27T13:52:10Z;true;2021-03-03T09:42:07Z
297;CLOSED;Artem Smirnov;Maximum possible value for vjust is too small;2021-01-27T13:48:42Z;true;2022-11-09T13:27:06Z
296;CLOSED;Artem Smirnov;Tooltips not working for geom_segment();2021-01-27T13:45:20Z;true;2021-03-17T13:41:18Z
295;OPEN;Igor Alshannikov;Correlation plot: nice to include categorical variables as well.;2021-01-21T17:08:43Z;false;
292;CLOSED;Ivan Kupriyanov;NPE on negative value in data and scale_xxx(trans='log10');2021-01-18T13:47:50Z;true;2021-07-08T18:58:27Z
291;CLOSED;Igor Alshannikov;discrete scale parameter `reverse` is not working if `limits` are present.;2021-01-15T22:26:29Z;true;2021-02-10T08:25:19Z
289;CLOSED;Artem Smirnov;Long titles are displayed incorrectly;2021-01-15T11:22:08Z;true;2021-02-10T08:25:13Z
287;CLOSED;Artem Smirnov;Error in plot building: 'trans' parameter not compatible with None values in data;2021-01-13T14:59:18Z;true;2021-01-15T18:48:58Z
285;CLOSED;Igor Alshannikov;Error building plot: Layer 'MAP' is not supported on Live Map.;2021-01-09T23:17:10Z;true;2021-01-15T19:17:26Z
284;CLOSED;Igor Alshannikov;Legend is broken when using scale_fill_brewer with 'trans' parameter;2021-01-09T22:53:29Z;true;2021-07-13T18:40:04Z
283;CLOSED;;Python 3.9 support;2021-01-09T21:24:52Z;true;2021-02-10T01:04:58Z
282;CLOSED;Igor Alshannikov;PyCharm SciView: NaN values are handled incorrectly;2021-01-06T17:14:45Z;true;2021-02-10T01:05:39Z
281;CLOSED;Igor Alshannikov;geom_histogram should not try to handle geometries in GeoDataFrame;2021-01-05T22:47:52Z;true;2021-01-15T20:46:08Z
280;CLOSED;Olga Larionova;Duplicate values in tooltip;2020-12-28T17:48:46Z;true;2020-12-28T17:58:13Z
276;CLOSED;Igor Alshannikov;PyCharm integration: Lets-Plot plugin is partially defunct on macOS.;2020-12-23T22:29:51Z;true;2020-12-23T22:30:54Z
271;CLOSED; Ilya Krukov;Misleading error message;2020-12-18T12:59:00Z;true;2021-10-28T18:24:44Z
270;OPEN; Ilya Krukov;size_unit for geom_text should take into account user specified label_format;2020-12-18T12:51:50Z;false;
262;CLOSED;Igor Alshannikov;corr_plot: incorrect (different) order on axis.;2020-12-15T00:09:40Z;true;2020-12-18T09:52:29Z
261;CLOSED;Igor Alshannikov;corr_plot: labels(type="upper") sometimes not working.;2020-12-14T23:32:36Z;true;2020-12-15T21:17:41Z
260;OPEN;Igor Alshannikov;'size_unit': should be possible to specify min of x/y;2020-12-14T23:09:29Z;false;
253;CLOSED;Ivan Kupriyanov;Move parameter tooltip_anchor from theme() to layer();2020-12-09T10:19:26Z;true;2020-12-16T19:03:00Z
247;CLOSED;Ivan Kupriyanov;With facet_grid tooltip shows data from last plot on all plots;2020-11-30T11:02:29Z;true;2020-12-01T11:19:03Z
246;CLOSED;Igor Alshannikov;y-tooltip should be aligned with a tile center.;2020-11-27T22:40:47Z;true;2020-12-14T14:45:35Z
245;CLOSED; Ilya Krukov;Strange looking legend for tiles;2020-11-25T15:46:48Z;true;2021-06-30T20:52:26Z
243;CLOSED; Ilya Krukov;Tooltip 'null' displayed for undefined vals;2020-11-25T10:58:26Z;true;2020-11-27T11:11:46Z
241;CLOSED;Igor Alshannikov;Tooltip should appear if the mapped data is continuous;2020-11-24T22:18:25Z;true;2020-12-07T15:50:04Z
238;CLOSED;;Support facet_wrap;2020-11-15T13:51:30Z;true;2021-02-10T01:12:39Z
231;CLOSED;Igor Alshannikov;Nice to be able to override the default tooltip color.;2020-11-10T21:07:50Z;true;2020-12-28T17:58:26Z
230;CLOSED;Igor Alshannikov;No z-value tooltip when contours overlay tiles;2020-11-06T21:04:41Z;true;2020-12-28T17:58:38Z
229;CLOSED;Igor Alshannikov;No tooltip on v-line;2020-11-06T21:01:25Z;true;2020-11-19T08:31:12Z
228;CLOSED;Ying;Render non-interactive plot;2020-11-06T00:30:43Z;true;2020-12-28T22:31:08Z
227;CLOSED;Igor Alshannikov;Color in tooltip does not correspond to the color of marker on map.;2020-11-05T20:00:47Z;true;2022-01-20T19:42:17Z
224;CLOSED;Igor Alshannikov;Nice to be able to anchor tooltip in the middle/center .;2020-11-02T23:29:33Z;true;2020-11-16T17:59:28Z
223;CLOSED;Igor Alshannikov;Add 'tooltip_anchor' param to the theme fun and update the doc string.;2020-11-02T23:18:01Z;true;2020-11-03T18:54:08Z
221;CLOSED;Prasoon Shukla;Is there a way to use the standard ggplot theme with lets-plot?;2020-10-29T15:36:59Z;true;2021-12-28T01:55:18Z
211;CLOSED;Sam Reed;Wikimedia Tileservers going away for 3rd party usage;2020-10-11T19:15:20Z;true;2020-11-02T21:52:21Z
206;CLOSED;Igor Alshannikov;scale_color_hue incorrectly interprets chroma range;2020-09-28T17:00:05Z;true;2020-10-14T21:20:55Z
204;CLOSED;Igor Alshannikov;Wrong direction in colorbars (legend);2020-09-25T18:05:33Z;true;2021-07-27T22:17:35Z
203;CLOSED;Igor Alshannikov;scale_color_brewer shouldn't fail if 'type' is not specified;2020-09-24T18:02:57Z;true;2020-10-16T23:59:21Z
200;CLOSED;;Marginal plots;2020-09-11T13:29:26Z;true;2022-06-28T00:47:57Z
198;CLOSED;Igor Alshannikov;Add documentation to "coord_xxx" functions.;2020-09-10T20:04:15Z;true;2020-09-18T18:42:58Z
195;CLOSED;Igor Alshannikov;sphinx-doc: provide a yml env file.;2020-09-04T17:53:37Z;true;2020-09-17T21:07:11Z
193;CLOSED;Ivan Kupriyanov;Add attribution parameter for map tiles configuration ;2020-09-01T19:37:34Z;true;2020-09-11T11:01:52Z
191;CLOSED;Igor Alshannikov;Dark map: OSM attribution is not visible.;2020-08-21T18:23:01Z;true;2020-09-11T11:01:51Z
189;CLOSED;Ivan Kupriyanov;lim for coord_fixed also should set clippath;2020-08-21T09:45:10Z;true;2021-02-26T15:28:40Z
188;CLOSED;Igor Alshannikov;PolygonsDemoBrowser.kt is not working.;2020-08-19T16:28:41Z;true;2021-03-26T21:37:37Z
187;OPEN;Igor Alshannikov;Review the @Ignore annotation in tests.;2020-08-18T20:21:15Z;false;
186;CLOSED;Ivan Kupriyanov;NPE when bind aes.fill to a column with only None values;2020-08-12T09:09:51Z;true;2020-08-18T20:12:45Z
183;CLOSED;Igor Alshannikov;Add the `map_join` parameter to all geoms which support `map` parameter (py);2020-08-06T20:10:38Z;true;2020-08-07T06:41:59Z
182;CLOSED;Igor Alshannikov;map_titanic.ipynb : UnboundLocalError: local variable 'map_join' referenced before assignment;2020-08-06T20:08:45Z;true;2020-08-07T06:41:58Z
178;CLOSED;Igor Alshannikov;Document smoothing parameters in `geom_smooth()`;2020-07-30T00:05:26Z;true;2020-08-25T09:11:28Z
174;CLOSED;Igor Alshannikov;regions_buider.allow_ambiguous() doesn't prevent "ValueError: Multiple objects..";2020-07-20T18:43:42Z;true;2021-02-08T13:31:45Z
173;CLOSED;Igor Alshannikov;coord_map: IllegalArgumentException when using `xlim` parameter;2020-07-20T18:14:43Z;true;2020-07-24T11:59:07Z
172;CLOSED;Igor Alshannikov;scale_fill_discrete() should not replace the default discrete scale.;2020-07-19T20:14:00Z;true;2020-10-16T23:59:22Z
171;CLOSED;Igor Alshannikov;Add documentation to `Regions` (py);2020-07-17T18:31:27Z;true;2020-08-03T15:13:22Z
169;CLOSED;Igor Alshannikov;Make scale's 'breaks' / 'labels' parameters understand dict of breaks as keys and labels as values.;2020-07-15T17:20:07Z;true;2023-12-28T19:33:36Z
167;CLOSED;Igor Alshannikov;"'Australia' not found in map" error;2020-07-10T20:16:55Z;true;2020-07-14T10:42:25Z
166;CLOSED;Igor Alshannikov;Tooltip on 'map_california_housing' example often not shown.;2020-07-10T20:07:28Z;true;2020-07-13T16:59:00Z
164;CLOSED;Igor Alshannikov;map_join: Variable not found: 'State';2020-07-08T00:56:47Z;true;2020-07-08T14:22:00Z
163;CLOSED;Igor Alshannikov;Add parameter `map` to `geom_livemap`;2020-07-08T00:30:57Z;true;2020-07-08T15:20:05Z
161;CLOSED;Igor Alshannikov;Tooltip on x axis with no title shouldn't be above the axis line.;2020-07-03T19:22:48Z;true;2020-07-22T00:23:55Z
160;CLOSED;Igor Alshannikov;Text on axis is clipped after hiding the tick-marks in theme.;2020-07-03T19:14:22Z;true;2020-07-22T18:32:29Z
158;CLOSED;Igor Alshannikov;Remove 'expand' parameter in all non-positional scales;2020-07-01T18:14:05Z;true;2020-08-21T16:03:11Z
157;CLOSED;Igor Alshannikov;Do it right before next RC;2020-07-01T00:43:21Z;true;2020-07-27T18:52:53Z
155;CLOSED;Igor Alshannikov;Clipped tooltip;2020-06-28T23:49:37Z;true;2020-07-23T16:30:55Z
154;OPEN;Igor Alshannikov;Make GGBunch "fluent interface";2020-06-23T19:22:27Z;false;
147;CLOSED;Olga Larionova;Merge theme settings specified in subsequent calls to the 'theme()' function.;2020-06-11T10:08:29Z;true;2021-03-17T10:01:58Z
143;CLOSED;Ivan Kupriyanov;Broken colors with scale_color_discrete and groups;2020-05-22T13:41:43Z;true;2020-11-26T00:45:18Z
141;OPEN;Igor Alshannikov;sampling_random doesn't work well with geom_boxplot;2020-05-18T17:20:45Z;false;
140;CLOSED;Igor Alshannikov;map: calif.housing;2020-05-15T20:28:05Z;true;2021-04-27T22:59:09Z
139;CLOSED;Mikhail Koroteev;'alpha' parameter doesn't affect lines;2020-05-15T13:37:49Z;true;2021-03-01T14:32:26Z
138;CLOSED;Holger Brandl;Pycharm integration not functional;2020-05-14T22:19:07Z;true;2020-05-15T05:30:52Z
136;CLOSED;Igor Alshannikov;as_discrete: add support for `ordered` parameter ;2020-05-08T19:54:24Z;true;2021-08-04T09:22:14Z
135;CLOSED;Igor Alshannikov;is_discrete: a rounding error.;2020-05-08T19:49:56Z;true;2020-05-22T13:49:21Z
132;CLOSED;Igor Alshannikov; map: geom_text vjust="center" is a bit off;2020-05-05T23:35:02Z;true;2023-02-08T17:13:20Z
131;CLOSED;Igor Alshannikov;map: add support for `arrow` param in geom_segment();2020-05-05T18:11:48Z;true;2022-06-24T15:34:18Z
130;CLOSED;Igor Alshannikov;'map_join' fails when `map` arg is dict: 'map_id' aesthetic is required to show data on map;2020-05-05T17:43:43Z;true;2020-05-08T11:19:46Z
129;CLOSED;Igor Alshannikov;map: unclear error message;2020-05-05T16:36:35Z;true;2020-05-05T21:16:13Z
128;OPEN;Igor Alshannikov;map: nice to have parameter 'location' understand data in JSON format provided by "pick" tool;2020-05-05T16:00:28Z;false;
127;CLOSED;Igor Alshannikov;map: unexpected ".. is nor enabled" Exception;2020-05-04T19:50:03Z;true;2020-05-05T21:15:27Z
126;CLOSED;Igor Alshannikov;map: do not apply 'alpha' to (boundary) color in geom_polygon;2020-05-04T18:34:08Z;true;2020-05-12T10:06:02Z
125;OPEN;Igor Alshannikov;map: infinite spinner on network error. ;2020-05-01T19:09:10Z;false;
124;CLOSED;Igor Alshannikov;NPE in examples/jupyter-notebooks/geopandas_naturalearth.ipynb;2020-05-01T18:38:02Z;true;2020-05-04T08:14:48Z
122;CLOSED;Igor Alshannikov;Add `ggsave()` wrapper to Lets-Plot API;2020-04-24T23:08:17Z;true;2020-09-23T20:19:06Z
121;CLOSED;Igor Alshannikov;White background needed when plot is shown on a dark backdrop in PyCharm dark scheme;2020-04-24T22:58:08Z;true;2020-05-04T15:51:30Z
119;CLOSED;Igor Alshannikov;Plot takes several minutes to show when `scale_color_discrete` is used. ;2020-04-20T19:20:04Z;true;2020-04-30T06:36:42Z
118;CLOSED;;DLL load failed while importing lets_plot_kotlin_bridge;2020-04-17T21:16:44Z;true;2020-04-24T19:07:38Z
115;CLOSED;Igor Alshannikov;Add protection from entering absurd values.;2020-04-14T18:09:07Z;true;2020-05-05T16:44:52Z
112;CLOSED;Igor Alshannikov;Error when input map contains numeric keys;2020-04-10T17:11:10Z;true;2020-04-10T18:22:45Z
103;CLOSED;Igor Alshannikov;Tooltip is not shown on density line in the middle of scatter matrix.;2020-03-25T17:08:14Z;true;2020-04-01T09:38:06Z
96;CLOSED;Ivan Kupriyanov;Add tooltip for geom_hline and geom_vline;2020-03-04T18:11:27Z;true;2020-04-02T12:00:20Z
91;CLOSED;Ivan Kupriyanov;Error on NaT value in data;2020-02-27T17:27:36Z;true;2020-03-04T17:56:48Z
89;CLOSED;Artem Borzilov;Js import is dropped on cell recalculation;2020-02-26T11:14:27Z;true;2020-03-30T22:36:18Z
85;CLOSED;Igor Alshannikov;Tooltip text NULL;2020-02-14T21:56:17Z;true;2020-02-25T10:06:18Z
84;CLOSED;Igor Alshannikov;Tooltip on vertical bar shapes: the `main` tip view is out of place.;2020-02-14T21:47:07Z;true;2020-03-02T08:24:56Z
82;CLOSED;Igor Alshannikov;geom_smooth with LOESS: the shown confidence interval is random. ;2020-02-05T00:55:49Z;true;2020-02-06T16:06:01Z
81;CLOSED;Igor Alshannikov;coord_fixed, coord_map: preserve x/y ratio when using xlim, ylim parameters;2020-02-04T01:52:49Z;true;2020-02-13T17:25:27Z
79;CLOSED;Ivan Kupriyanov;Palettes support for discrete scales;2020-01-24T20:11:04Z;true;2020-11-03T19:04:53Z
78;CLOSED;Ivan Kupriyanov;Add functions for basic tooltip configuration;2020-01-24T20:08:27Z;true;2020-11-03T18:53:41Z
77;CLOSED;Ivan Kupriyanov;Add factor function;2020-01-24T20:01:22Z;true;2020-03-02T08:54:57Z
76;OPEN;Ivan Kupriyanov;Add mnemonics for point shapes;2020-01-24T19:50:25Z;false;
75;CLOSED;breandan;Support for stat_function;2020-01-05T03:24:59Z;true;2023-08-18T21:15:43Z
74;CLOSED;Igor Alshannikov;geom_text: add support for nudge_x, nudge_y parameters;2019-12-30T19:58:09Z;true;2021-12-28T21:14:02Z
73;CLOSED;Igor Alshannikov;Draw geometry only once if layer has no aes mapping specified;2019-12-30T19:39:58Z;true;2021-04-27T22:59:21Z
62;CLOSED;Igor Alshannikov;Support `trim` parameter in density stat;2019-12-04T20:15:03Z;true;2022-06-07T12:14:59Z
59;CLOSED;Ivan Kupriyanov;Bad tooltips performance;2019-11-18T10:12:13Z;true;2023-03-10T19:45:31Z
56;CLOSED;Igor Alshannikov;Support geom_image();2019-11-08T23:33:48Z;true;2019-12-18T11:19:25Z
54;OPEN;Igor Alshannikov;Support 'fullrange' parameter;2019-11-01T20:15:09Z;false;
53;CLOSED;Igor Alshannikov;Fix plotting boxplot stat with geom_point;2019-11-01T19:32:09Z;true;2023-08-18T21:19:22Z
52;CLOSED;Igor Alshannikov;Implement guides function ;2019-11-01T17:14:49Z;true;2021-03-17T13:41:21Z
51;CLOSED;Igor Alshannikov;Implement GGBunch;2019-10-30T23:02:27Z;true;2020-01-27T16:04:08Z
50;CLOSED;Igor Alshannikov;BarPlotSceneMapper demo: tooltip should appear at once on hover;2019-10-29T21:55:24Z;true;2019-10-30T21:43:22Z
49;CLOSED;Igor Alshannikov;BoxPlotSceneMapper demo: error on mouse hover;2019-10-29T20:57:39Z;true;2019-10-31T06:43:16Z
11;CLOSED;Igor Alshannikov;style class `plt-tooltip` is never set;2019-08-07T21:14:10Z;true;2019-08-19T12:14:47Z
